6780,58733
35398,21
63014,12504
20075,45258
60344,52428
63309,5342
1658,22868
32638,810
44410,40767
40091,2644
16518,4732
26886,33668
21210,60767
7873,24572
28209,17027
33669,50661
39109,10732
44887,28975
38134,8417
31929,2415
58587,15212
41165,1922
290,62234
51608,64801
7817,51109
43568,39549
25806,64956
28420,25010
42103,58415
65469,43358
7850,48908
3577,57483
54531,57857
49566,56170
25990,44433
13923,54365
56403,51529
22038,40483
53113,46765
39358,44182
2116,22368
928,64181
22518,47341
32429,46555
14388,51407
55412,14676
38289,16762
23839,48705
31710,14972
18423,26339
28601,24840
23253,43124
30954,58914
14621,40450
62515,63379
6376,24545
42910,36107
19930,20921
64489,62335
21700,6467
18588,58808
39265,42133
29562,17302
60034,18204
9418,4130
16442,16565
46752,32400
43204,32495
49972,63506
52655,40624
17352,61525
28172,53721
63273,11015
10160,27903
30546,28250
22205,23599
42242,39422
24990,53556
16229,19658
45692,57473
29684,47492
9132,47607
51354,54477
35597,25426
65065,1667
50163,53605
38403,44516
55045,26276
6678,2008
59895,60412
49571,41029
17960,44445
20544,8068
54259,1652
4729,25094
1669,32287
60754,39455
12748,61281
56043,33901
30585,30348
