47901,25923
42860,11491
20717,30290
60066,23345
56906,54681
13985,59772
50162,6474
2886,28148
8371,62042
32356,34120
1558,58258
45898,43766
55240,13324
46900,62310
20880,53842
33676,48712
10775,24789
16442,52196
45664,8775
7485,32226
64159,17555
27619,14711
62253,17721
34471,62478
56779,40858
12844,19534
37622,2961
15570,15654
56514,15231
61943,38995
61760,17228
18042,57205
49,64251
58162,50598
19124,36450
35265,63352
13902,43971
10907,6863
52804,49326
34256,7315
16276,5017
45260,47585
30619,15699
13881,26938
28702,26348
45636,39898
53046,51176
48483,11778
62392,10217
3487,47123
24702,59202
14883,23782
30224,40646
50099,24664
7149,39319
26953,1544
26131,47667
10850,23026
6680,2943
8365,51564
15312,33025
53427,6954
40205,25211
45035,6222
17171,43862
24791,42657
19712,6308
37623,16968
65088,27728
39736,15306
62986,24711
27861,24867
41387,8803
31950,44139
39895,48382
42794,7029
42852,60467
57588,23385
54515,24890
44265,39356
16337,37038
47363,20382
17882,42251
53633,28938
8554,53222
22723,38435
56948,34824
37042,28143
45501,50898
22135,15206
57218,32228
9134,40490
40800,6881
46483,55163
22910,23704
3940,19751
45107,60793
38264,64508
39277,43878
983,15247
65320,38832
46049,25581
8872,56783
3470,28075
43922,12688
27257,51440
61321,33366
17634,18563
1401,8689
7967,8140
53971,51399
27252,39971
31715,32309
61322,23217
51994,32572
11423,53315
20285,26494
44876,33639
59624,22858
35919,51802
4278,16975
36636,58026
24027,37144
28702,52737
23234,53403
64655,1933
51768,37371
1700,34124
40173,39717
54325,52486
21551,21501
17154,29959
22347,7105
57585,30549
59605,6291
18231,16129
61091,9358
42202,27556
51505,46712
40215,62952
40276,26416
16695,11564
58151,64451
64136,37271
25103,49827
63069,60614
61126,55207
3181,29114
8308,48925
18321,22018
42262,31047
34364,14624
41966,14676
21482,21567
26214,28888
55898,19661
43328,4670
27136,48412
29083,62671
40464,46118
3484,38847
57280,31963
51074,15073
29671,27495
48473,62275
48777,62092
25264,28941
4941,20056
7240,17315
61397,17984
14365,40386
23682,2583
29920,41776
16645,3401
44498,22544
30142,12615
37724,43431
41137,20993
53388,10251
44495,37452
11190,16574
2205,7113
65180,43065
22933,37101
31748,31447
2816,17761
8671,39047
34289,1147
45778,48048
63540,6262
6759,58596
22088,56653
63856,24251
64940,63784
30623,34661
60683,37717
27296,40241
6346,32459
17418,45970
9632,54654
390,59997
1416,18004
42018,42742
1621,44320
1572,9460
30943,7136
18884,34164
10588,7901
62313,23079
53083,28356
27611,13167
14475,23373
51214,51521
14646,7628
18205,64325
32839,6012
