58584,3994
58812,59627
33016,49074
14805,41423
632,31709
20129,37744
5216,43876
10341,10724
59184,38956
22461,21017
18193,41612
11656,39429
61395,61380
35145,46019
23625,238
43038,6610
51712,13751
42040,15761
24178,21145
8716,14742
11882,11878
60521,10960
25995,51629
40146,13854
51118,35233
40844,13384
10934,44559
36695,39677
11692,23529
36394,49126
38326,65092
37298,55175
10390,57108
49851,16720
14129,1484
35230,41017
15315,21837
63689,46194
2394,60526
1773,20502
26474,64689
46032,12067
1265,22271
41683,37275
19114,33865
9866,29794
38682,63335
42280,49466
57353,41433
11590,35081
55728,31116
37542,65200
29992,49082
17489,45865
13851,16862
30143,31978
5453,13584
58758,22560
51765,39860
20123,59471
20892,42154
3114,15911
40290,6430
21724,60843
33632,1349
45535,35321
58057,57168
9924,1914
59315,16455
51125,43482
27755,15055
26026,14093
2422,54833
32522,45058
10235,47983
39840,5027
27028,41614
55807,17516
10385,5483
27635,49838
30497,3905
48399,25716
11014,21889
56803,45413
10895,57413
45829,9312
58931,10386
39234,39934
9969,15927
3190,48152
57776,60436
29549,41974
6063,2207
8474,24094
14112,11399
57349,25410
37399,60242
7638,54514
62802,14800
15233,49668
40989,4809
55388,3172
52424,60527
8518,53423
13867,35732
54673,29906
53010,27498
58746,57314
52935,59846
54960,41158
36714,18147
13837,45038
7366,43413
9814,33224
19846,51552
50886,64667
24135,3649
49551,21891
62288,21562
16675,12864
59336,896
532,54895
756,12852
32224,3565
61996,45215
58793,12381
38579,51269
19982,24147
37674,6781
35504,10645
8349,2868
51021,24175
5421,370
26299,43995
13913,14198
33279,50065
1765,51360
50706,31955
25089,42792
31086,62875
36139,39871
43706,14428
36020,53167
54506,1972
8417,60142
11721,5433
7148,37001
5444,65217
27943,19219
5850,63298
34868,4713
41402,2220
32755,47941
2257,21380
44913,43866
17573,47768
7470,1784
54099,57262
29219,5040
14980,22057
10014,27946
46082,10856
30057,19305
31623,18348
37999,11114
12089,56030
61114,26268
24768,25611
8412,45489
55056,64104
5119,32165
34423,11260
60610,6173
4096,61454
17366,49557
63653,18862
56761,14637
23325,7356
19004,35781
53219,35330
38076,30699
4694,47841
38603,44175
60979,36913
62650,44824
31072,19674
55781,55096
37420,46704
30169,14490
18986,8439
18414,58795
30581,47849
17065,4124
47994,52509
22490,2171
1319,30927
3667,9480
11456,19386
7873,44898
16449,40345
16556,61344
44034,11679
56304,17207
16830,42199
53064,15450
14244,63510
2485,28585
4981,23173
60822,64791
24057,56495
36554,12852
21941,19454
38129,8093
57902,58694
27262,44990
10944,46782
2547,31407
59396,52114
61446,47499
37168,22032
32494,23658
40727,53852
14593,57034
8524,42991
63657,54335
52319,37113
44732,8741
40569,745
43892,49817
10167,49753
37198,1032
63322,2210
62655,17616
64123,38304
2409,53852
28803,47222
10447,6147
46035,25532
38242,6758
13973,49152
8989,22284
8199,40669
34172,35650
38339,50211
60240,61010
52996,10175
23082,48719
30874,3742
22718,30913
29885,16936
23390,30597
13404,46415
32524,15780
11648,6848
44644,9640
44144,9508
16876,7852
14556,54546
56535,31967
39081,60150
5951,14644
40644,9151
35663,15534
11765,59470
16674,1201
22458,57848
1421,48565
